id,title,authors,abstract,url
38,"Progress in spinal cord organoid research: advancing understanding of neural development, disease modelling, and regenerative medicine","Ruiqi Huang  1   2 , ; Yanjing Zhu  1   2   3 , ; Haokun Chen  1   2 , ; Liqun Yu  1   2 , ; Zhibo Liu  1 , ; Yuchen Liu  1 , ; Zhaojie Wang  1   2 , ; Xiaolie He  1   2 , ; Li Yang  1   2 , ; Xu Xu  1   2 , ; Yuxin Bai  1   2 , ; Bairu Chen  1 , ; Rongrong Zhu  1   2   3; ; ; ; ; ; ; ; ; ; ; ; ; ; ","Abstract
Stem cell-derived spinal cord organoids (SCOs) have revolutionised the study of spinal cord development and disease mechanisms, offering a three-dimensional model that recapitulates the complexity of native tissue. This review synthesises recent advancements in SCO technology, highlighting their role in modelling spinal cord morphogenesis and their application in neurodegenerative disease research. We discuss the methodological breakthroughs in inducing regional specification and cellular diversity within SCOs, which have enhanced their predictive ability for drug screening and their relevance in mimicking pathological conditions such as neurodegenerative diseases and neuromuscular disorders. Despite these strides, challenges in achieving vascularisation and mature neuronal integration persist. The future of SCOs lies in addressing these limitations, potentially leading to transformative impactions in regenerative medicine and therapeutic development.
Keywords: disease modelling; neurodevelopment; regenerative medicine; spinal cord organoids; stem cells.",https://pubmed.ncbi.nlm.nih.gov/39872925/
39,In vitro and ex vivo models of the oral mucosa as platforms for the validation of novel drug delivery systems,"Robyn A Macartney  1 , ; Abijit Das  2   3 , ; Atina G Imaniyyah  1 , ; Annabelle Tr Fricker  4 , ; Andrew M Smith  5 , ; Stefano Fedele  6 , ; Ipsita Roy  4   7 , ; Hae-Won Kim  2   3   8 , ; Dongjoon Lee  2   8 , ; Jonathan C Knowles  1   3; ; ; ; ; ; ; ; ; ; ; ","Abstract
The benefit of complex 3D models to facilitate the robust testing of new drugs and drug delivery systems during the developmental stages of pharmaceutical manufacturing has recently become distinguished within the field. Recognition of this need by the pharmaceutical industry has provided a motivation for research into the development of reliable complex models for use in drug delivery, biomaterials, and tissue engineering. Both 3D in vitro and ex vivo models can enhance drug-testing and discovery prospects over the more traditionally used 2D, monolayer culture systems and animal models. Despite the widespread acceptance that 3D tissue modelling is advantageous in this field, there remains a lack of standardisation in the models throughout literature. This article provides an extensive review of current literature on in vitro, and ex vivo models of the oral mucosa for drug delivery applications; the advantages, limitations, and recommendations for future development of improved models for this application.
Keywords: Oral mucosa; drug discovery; ex vivo; in vitro; tissue model.",https://pubmed.ncbi.nlm.nih.gov/39944725/
40,"Mesenchymal stem cells overexpressing XIST induce macrophage M2 polarization and improve neural stem cell homeostatic microenvironment, alleviating spinal cord injury","Dan Zhu  1 , ; Tie Peng  2 , ; Zhenwang Zhang  1 , ; Shuang Guo  1 , ; Ying Su  2 , ; Kangwei Zhang  2 , ; Jiawei Wang  1 , ; Chao Liu  1; ; ; ; ; ; ; ; ; ","Abstract
Spinal cord injury (SCI) is a significant cause of disability worldwide, with limited treatment options. This study investigated the potential of bone marrow-derived mesenchymal stem cells (BMSCs) modified with XIST lentiviral vector to modulate macrophage polarization and affect neural stem cell (NSC) microenvironment reconstruction following SCI. Bioinformatics analysis revealed that MID1 might be crucial for BMSCs' treatment of SCI. XIST overexpression enriched Zmynd8 to the promoter region of MID1 and inhibited MID1 transcription, which promoted macrophage M2 polarization. In vitro experiments showed that BMSCs-XIST promoted NSC proliferation, migration, differentiation, and axonal growth by inducing macrophage M2 polarization, suppressing inflammation, and accelerating the re-establishment of the homeostatic microenvironment of NSCs. In vivo, animal experiments confirmed that BMSCs-XIST significantly alleviated SCI by promoting NSC differentiation and axon formation in the injured area. The study demonstrated the potential of XIST-overexpressing BMSCs for treating SCI by regulating macrophage polarization and homeostasis of the NSC microenvironment. These findings provide new insights into the development of stem cell-based therapies for SCI.
Keywords: M2 type macrophage polarization; MID1; Spinal cord injury; XIST; bone marrow mesenchymal stem cells; homeostatic microenvironment remodeling; neural stem cells; neuronal differentiation.",https://pubmed.ncbi.nlm.nih.gov/38223166/
41,Brain organoid as a model to study the role of mitochondria in neurodevelopmental disorders: achievements and weaknesses,"Raquel Coronel  1   2 , ; Enrique García-Moreno  3 , ; Emilio Siendones  3 , ; Maria J Barrero  4 , ; Beatriz Martínez-Delgado  5 , ; Carlos Santos-Ocaña  3 , ; Isabel Liste  1 , ; M V Cascajo-Almenara  3; ; ; ; ; ; ; ; ; ","Abstract
Mitochondrial diseases are a group of severe pathologies that cause complex neurodegenerative disorders for which, in most cases, no therapy or treatment is available. These organelles are critical regulators of both neurogenesis and homeostasis of the neurological system. Consequently, mitochondrial damage or dysfunction can occur as a cause or consequence of neurodevelopmental or neurodegenerative diseases. As genetic knowledge of neurodevelopmental disorders advances, associations have been identified between genes that encode mitochondrial proteins and neurological symptoms, such as neuropathy, encephalomyopathy, ataxia, seizures, and developmental delays, among others. Understanding how mitochondrial dysfunction can alter these processes is essential in researching rare diseases. Three-dimensional (3D) cell cultures, which self-assemble to form specialized structures composed of different cell types, represent an accessible manner to model organogenesis and neurodevelopmental disorders. In particular, brain organoids are revolutionizing the study of mitochondrial-based neurological diseases since they are organ-specific and model-generated from a patient's cell, thereby overcoming some of the limitations of traditional animal and cell models. In this review, we have collected which neurological structures and functions recapitulate in the different types of reported brain organoids, focusing on those generated as models of mitochondrial diseases. In addition to advancements in the generation of brain organoids, techniques, and approaches for studying neuronal structures and physiology, drug screening and drug repositioning studies performed in brain organoids with mitochondrial damage and neurodevelopmental disorders have also been reviewed. This scope review will summarize the evidence on limitations in studying the function and dynamics of mitochondria in brain organoids.
Keywords: 3D cultures; drug repurposing; high-throughput screening; mitochondrial diseases; neurodevelopmental disorders; organoid; spheroids.",https://pubmed.ncbi.nlm.nih.gov/38978706/
42,A comprehensive review on 3D tissue models: Biofabrication technologies and preclinical applications,"Renjian Xie  1 , ; Vaibhav Pal  2 , ; Yanrong Yu  3 , ; Xiaolu Lu  1 , ; Mengwei Gao  3 , ; Shijie Liang  3 , ; Miao Huang  1 , ; Weijie Peng  4 , ; Ibrahim T Ozbolat  5; ; ; ; ; ; ; ; ; ; ","Abstract
The limitations of traditional two-dimensional (2D) cultures and animal testing, when it comes to precisely foreseeing the toxicity and clinical effectiveness of potential drug candidates, have resulted in a notable increase in the rate of failure during the process of drug discovery and development. Three-dimensional (3D) in-vitro models have arisen as substitute platforms with the capacity to accurately depict in-vivo conditions and increasing the predictivity of clinical effects and toxicity of drug candidates. It has been found that 3D models can accurately represent complex tissue structure of human body and can be used for a wide range of disease modeling purposes. Recently, substantial progress in biomedicine, materials and engineering have been made to fabricate various 3D in-vitro models, which have been exhibited better disease progression predictivity and drug effects than convention models, suggesting a promising direction in pharmaceutics. This comprehensive review highlights the recent developments in 3D in-vitro tissue models for preclinical applications including drug screening and disease modeling targeting multiple organs and tissues, like liver, bone, gastrointestinal tract, kidney, heart, brain, and cartilage. We discuss current strategies for fabricating 3D models for specific organs with their strengths and pitfalls. We expand future considerations for establishing a physiologically-relevant microenvironment for growing 3D models and also provide readers with a perspective on intellectual property, industry, and regulatory landscape.
Keywords: 3D tissue models; Biofabrication; Bioprinting; Disease modeling; Drug screening; Microfluidics.",https://pubmed.ncbi.nlm.nih.gov/38041911/
43,Advanced liver-on-chip model mimicking hepatic lobule with continuous microvascular network via high-definition laser patterning,"Masafumi Watanabe  1   2   3 , ; Alice Salvadori  1   2 , ; Marica Markovic  1   2 , ; Ryo Sudo  4 , ; Aleksandr Ovsianikov  1   2; ; ; ; ; ; ","Abstract
There is a great demand for development of advanced in vitro liver models to predict the efficacy and safety of drug candidates accurately in the preclinical drug development. Despite the great efforts to develop biomimetic models, it remains challenging to precisely mimic a functional unit of the liver (i.e., hepatic lobule) with a continuous microvascular network. Recent progress in laser patterning has allowed us to create arbitrary biomimetic structures with high resolution. Here, we propose an advanced liver-on-chip model mimicking the hepatic lobule with a continuous microvascular network, ranging from the microvessels to the central vein of the liver, utilizing femtosecond laser patterning. Firstly, we optimize the laser power to pattern microchannels mimicking the microvessel and central vein of the hepatic lobule by using a femtosecond laser within a collagen-based hydrogel containing hepatic cells. Secondly, we construct continuous microvessels with luminal structures by comparing different microchannel sizes in diameter. Finally, we assemble a millimeter-scale hepatic lobule-like structure with multiple layers of microvascular networks in the liver-on-chip. Furthermore, our liver-on-chip model exhibits major liver functions and drug-induced hepatotoxicity, as evidenced by albumin and urea productions and by a toxic response to acetaminophen, respectively. Our approach provides valuable strategies for the development of advanced physiological and pathological liver-on-chip models for pharmaceutical and toxicological studies.
Keywords: Hepatic lobule; High Definition (HD); Laser patterning; Liver-on-chip; Microphysiological systems; Toxicology; Vascularization.",https://pubmed.ncbi.nlm.nih.gov/40206147/
44,Transforming Drug Discovery with Miniaturized Predictive Tissue Models,Mohsen Akbari  1; ; ,"Abstract
Drug development is a lengthy and expensive process that involves screening thousands of potential candidates in vitro, followed by pre-clinical efficacy, pharmacokinetic, and pharmacodynamic studies in relevant animal models, before evaluating the safety and efficacy of a drug in clinical trials [...].",https://pubmed.ncbi.nlm.nih.gov/40141910/
45,Advances in humanoid organoid-based research on inter-organ communications during cardiac organogenesis and cardiovascular diseases,"Baoqiang Ni #  1 , ; Lingqun Ye #  1 , ; Yan Zhang  1 , ; Shijun Hu  2 , ; Wei Lei  3; ; ; ; ; ; ","Abstract
The intimate correlation between cardiovascular diseases and other organ pathologies, such as metabolic and kidney diseases, underscores the intricate interactions among these organs. Understanding inter-organ communications is crucial for developing more precise drugs and effective treatments for systemic diseases. While animal models have traditionally been pivotal in studying these interactions, human-induced pluripotent stem cells (hiPSCs) offer distinct advantages when constructing in vitro models. Beyond the conventional two-dimensional co-culture model, hiPSC-derived humanoid organoids have emerged as a substantial advancement, capable of replicating essential structural and functional attributes of internal organs in vitro. This breakthrough has spurred the development of multilineage organoids, assembloids, and organoids-on-a-chip technologies, which allow for enhanced physiological relevance. These technologies have shown great potential for mimicking coordinated organogenesis, exploring disease pathogenesis, and facilitating drug discovery. As the central organ of the cardiovascular system, the heart serves as the focal point of an extensively studied network of interactions. This review focuses on the advancements and challenges of hiPSC-derived humanoid organoids in studying interactions between the heart and other organs, presenting a comprehensive exploration of this cutting-edge approach in systemic disease research.
Keywords: cardiac organogenesis; cardiovascular diseases; heart-organ communication; humanoid organoids; omics technologies.",https://pubmed.ncbi.nlm.nih.gov/40156006/
46,Multiplex Single-Cell Bioprinting for Engineering of Heterogeneous Tissue Constructs with Subcellular Spatial Resolution,"Haylie R Helms  1   2   3 , ; Kody A Oyama  1 , ; Jason P Ware  2   3 , ; Stuart D Ibsen  2   3 , ; Luiz E Bertassoni  1   2   3   4   5   6; ; ; ; ; ; ","Abstract
Tissue development, function, and disease are largely driven by the spatial organization of individual cells and their cell-cell interactions. Precision engineered tissues with single-cell spatial resolution, therefore, have tremendous potential for next generation disease models, drug discovery, and regenerative therapeutics. Despite significant advancements in biofabrication approaches to improve feature resolution, strategies to fabricate tissues with the exact same organization of individual cells in their native cellular microenvironment have remained virtually non-existent to date. Here we report a method to spatially pattern single cells with up to eight cell phenotypes and subcellular spatial precision. As proof-of-concept we first demonstrate the ability to systematically assess the influence of cellular microenvironments on cell behavior by controllably altering the spatial arrangement of cell types in bioprinted precision cell-cell interaction arrays. We then demonstrate, for the first time, the ability to produce high-fidelity replicas of a patient's annotated cancer biopsy with subcellular resolution. The ability to replicate native cellular microenvironments marks a significant advancement for precision biofabricated in-vitro models, where heterogenous tissues can be engineered with single-cell spatial precision to advance our understanding of complex biological systems in a controlled and systematic manner.
Keywords: Bioprinting; Cell-Cell Interaction; Microfluidics; Single-Cell; Spatial Biology; Tissue Engineering; Tumor Microenvironment.",https://pubmed.ncbi.nlm.nih.gov/38352428/
47,"Fucoidan ameliorates lipid accumulation, oxidative stress, and NF-κB-mediated inflammation by regulating the PI3K/AKT/Nrf2 signaling pathway in a free fatty acid-induced NAFLD spheroid model","Xueru Chu  1 , ; Xuan Wang  1 , ; Keqing Feng  1 , ; Yanzhen Bi  2 , ; Yongning Xin  3   4 , ; Shousheng Liu  5; ; ; ; ; ; ; ","Abstract
Background: Non-alcoholic fatty liver disease (NAFLD) is the most prevalent chronic liver disease worldwide. Previous studies have reported that fucoidan can relieve obesity and hepatic steatosis in vivo, although the molecular mechanism remains unclear. This study aimed to explore the effect and potential molecular mechanism of fucoidan in NAFLD using the free fatty acid (FFA)-induced NAFLD spheroid model.
Materials and methods: The spheroids were constructed by fusing the HepG2 and LX-2 cells. Spheroids and HepG2 cells were stimulated with FFAs and fucoidan, then the intracellular lipid contents and the oxidative stress levels (ROS/MDA/GSH/GR/GPx/NQO1/GCLC/HO-1) were detected. Furthermore, the regulation of PI3K/AKT/Nrf2 pathway and the expression of inflammatory factors (TNF-α and IL-6) were measured.
Results: Fucoidan markedly reduced FFA-induced intracellular lipid accumulation in spheroids and HepG2 cells. Notably, fucoidan relieved FFA-induced oxidative stress by reducing the levels of ROS and MDA, and elevating the levels of GSH, GR, and GPx. Furthermore, fucoidan reduced FFA-induced oxidative stress by activating the PI3K/AKT/Nrf2 signaling pathway and by inhibiting ROS-induced P65 NF-κB activation and inflammatory responses via Nrf2 pathway activation.
Conclusions: Our results demonstrated that fucoidan ameliorated FFA-induced lipid accumulation, oxidative stress, and NF-κB-mediated inflammation through the PI3K/AKT/Nrf2 signaling pathway in the spheroid and HepG2 cells model of NAFLD. These results provided new evidence for the clinical use of fucoidan in the treatment of NAFLD and its potential molecular mechanism of action.
Keywords: Fucoidan; Lipid accumulation; Non-alcoholic fatty liver disease; Oxidative stress; Spheroid.",https://pubmed.ncbi.nlm.nih.gov/39962463/
48,Transformation of a neural activation and patterning model,"Arwa Al Anber  1 , ; Benjamin L Martin  1; ; ; ","Abstract
The activation and transformation model of vertebrate nervous system formation posits that neural tissue is initially induced, or activated, with anterior forebrain character. Once established, a subset is then transformed into the more posterior midbrain, hindbrain, and spinal cord by signals emanating from the posterior of the embryo. This has been a predominant model in the field for decades. In the June issue of EMBO Reports, Polevoy and colleagues evaluate the role of signals thought to act as the neural transforming factors during Xenopus development, and find that while these signals are consistent with the activation transformation model during brain patterning, they do not fit the model with respect to spinal cord formation [1]. This work, along with other recent studies on the origin of the spinal cord, necessitates an updated model of vertebrate nervous system formation, where spinal cord induction and patterning is distinct from that of the brain.",https://pubmed.ncbi.nlm.nih.gov/31338970/
49,Neuromesodermal Lineage Contribution to CNS Development in Invertebrate and Vertebrate Chordates,"Clare Hudson  1 , ; Hitoyoshi Yasuo  1; ; ; ","Abstract
Ascidians are invertebrate chordates and the closest living relative to vertebrates. In ascidian embryos a large part of the central nervous system arises from cells associated with mesoderm rather than ectoderm lineages. This seems at odds with the traditional view of vertebrate nervous system development which was thought to be induced from ectoderm cells, initially with anterior character and later transformed by posteriorizing signals, to generate the entire anterior-posterior axis of the central nervous system. Recent advances in vertebrate developmental biology, however, show that much of the posterior central nervous system, or spinal cord, in fact arises from cells that share a common origin with mesoderm. This indicates a conserved role for bi-potential neuromesoderm precursors in chordate CNS formation. However, the boundary between neural tissue arising from these distinct neural lineages does not appear to be fixed, which leads to the notion that anterior-posterior patterning and neural fate formation can evolve independently.
Keywords: CNS; NMps; anterior-posterior patterning; ascidian; axial precursor; neural induction; neuromesoderm precursor; spinal cord.",https://pubmed.ncbi.nlm.nih.gov/33920662/
50,Specification and survival of post-metamorphic branchiomeric neurons in a non-vertebrate chordate,"Eduardo D Gigante  1 , ; Katarzyna M Piekarz  1 , ; Alexandra Gurgis  1   2 , ; Leslie Cohen  1 , ; Florian Razy-Krajka  1 , ; Sydney Popsuj  1 , ; Christopher J Johnson  1 , ; Hussan S Ali  1 , ; Shruthi Mohana Sundaram  1 , ; Alberto Stolfi  1; ; ; ; ; ; ; ; ; ; ; ","Abstract
Tunicates are the sister group to the vertebrates, yet most species have a life cycle split between swimming larva and sedentary adult phases. During metamorphosis, larval neurons are replaced by adult-specific ones. The regulatory mechanisms underlying this replacement remain largely unknown. Using tissue-specific CRISPR/Cas9-mediated mutagenesis in the tunicate Ciona, we show that orthologs of conserved hindbrain and branchiomeric neuron regulatory factors Pax2/5/8 and Phox2 are required to specify the 'neck', a cellular compartment set aside in the larva to give rise to cranial motor neuron-like neurons post-metamorphosis. Using bulk and single-cell RNA-sequencing analyses, we characterize the transcriptome of the neck downstream of Pax2/5/8. We present evidence that neck-derived adult ciliomotor neurons begin to differentiate in the larva and persist through metamorphosis, contrary to the assumption that the adult nervous system is formed after settlement and the death of larval neurons during metamorphosis. Finally, we show that FGF signaling during the larval phase alters the patterning of the neck and its derivatives. Suppression of FGF converts neck cells into larval neurons that fail to survive metamorphosis, whereas prolonged FGF signaling promotes an adult neural stem cell-like fate.
Keywords: Ciona; Ciliomotor neurons; Neck neurons; Pax2/5/8; Phox2.",https://pubmed.ncbi.nlm.nih.gov/38895900/
51,The Evolution of Invertebrate Animals,"Stephanie Bertrand  1 , ; Hector Escriva  1; ; ; ","Abstract
The current diversity of metazoans has been achieved through a long process of evolution since the appearance of their unicellular ancestor about 1000 Mya [...].",https://pubmed.ncbi.nlm.nih.gov/35328008/
52,Specification and survival of post-metamorphic branchiomeric neurons in the hindbrain of a non-vertebrate chordate,"Eduardo D Gigante  1 , ; Katarzyna M Piekarz  1 , ; Alexandra Gurgis  1   2 , ; Leslie Cohen  1 , ; Florian Razy-Krajka  1 , ; Sydney Popsuj  1 , ; Hussan S Ali  1 , ; Shruthi Mohana Sundaram  1 , ; Alberto Stolfi  1; ; ; ; ; ; ; ; ; ; ","Abstract
Tunicates are the sister group to the vertebrates, yet most species have a life cycle split between swimming larva and sedentary adult phases. During metamorphosis, larval neurons are largely replaced by adult-specific ones. Yet the regulatory mechanisms underlying this neural replacement remain largely unknown. Using tissue-specific CRISPR/Cas9-mediated mutagenesis in the tunicate Ciona, we show that orthologs of conserved hindbrain and branchiomeric neuron regulatory factors Pax2/5/8 and Phox2 are required to specify the ""Neck"", a compartment of cells set aside in the larva to give rise to cranial motor neuron-like neurons in the adult. Using bulk and single-cell RNAseq analyses, we also characterize the transcriptome of the Neck downstream of Pax2/5/8. Surprisingly, we find that Neck-derived adult ciliomotor neurons begin to differentiate in the larva, contrary to the long-held assumption that the adult nervous system is formed only after settlement and the death of larval neurons during metamorphosis. Finally, we show that manipulating FGF signaling during the larval phase alters the patterning of the Neck and its derivatives. Suppression of FGF converts Neck cells into larval neurons that fail to survive metamorphosis, while prolonged FGF signaling promotes an adult neural stem cell-like fate instead.",https://pubmed.ncbi.nlm.nih.gov/37645866/
53,Neural Epidermal Growth Factor-Like Like Protein 2 Is Expressed in Human Oligodendroglial Cell Types,"Mohammed R Shaker  1 , ; Amna Kahtan  2 , ; Renuka Prasad  3 , ; Ju-Hyun Lee  3 , ; Giovanni Pietrogrande  1 , ; Hannah C Leeson  1 , ; Woong Sun  3 , ; Ernst J Wolvetang  1 , ; Andrii Slonchak  4; ; ; ; ; ; ; ; ; ; ","Abstract
Neural epidermal growth factor-like like 2 (NELL2) is a cytoplasmic and secreted glycosylated protein with six epidermal growth factor-like domains. In animal models, NELL2 is predominantly expressed in neural tissues where it regulates neuronal differentiation, polarization, and axon guidance, but little is known about the role of NELL2 in human brain development. In this study, we show that rostral neural stem cells (rNSC) derived from human-induced pluripotent stem cell (hiPSC) exhibit particularly strong NELL2 expression and that NELL2 protein is enriched at the apical side of neural rosettes in hiPSC-derived brain organoids. Following differentiation of human rostral NSC into neurons, NELL2 remains robustly expressed but changes its subcellular localization from >20 small cytoplasmic foci in NSC to one-five large peri-nuclear puncta per neuron. Unexpectedly, we discovered that in human brain organoids, NELL2 is readily detectable in the oligodendroglia and that the number of NELL2 puncta increases as oligodendrocytes mature. Artificial intelligence-based machine learning further predicts a strong association of NELL2 with multiple human white matter diseases, suggesting that NELL2 may possess yet unexplored roles in regulating oligodendrogenesis and/or myelination during human cortical development and maturation.
Keywords: NELL2; artificial intelligence; brain organoid; neural stem cells; oligodendrocyte.",https://pubmed.ncbi.nlm.nih.gov/35265611/
54,Mesoderm induction and patterning: Insights from neuromesodermal progenitors,Benjamin L Martin  1; ; ,"Abstract
The discovery of mesoderm inducing signals helped usher in the era of molecular developmental biology, and today the mechanisms of mesoderm induction and patterning are still intensely studied. Mesoderm induction begins during gastrulation, but recent evidence in vertebrates shows that this process continues after gastrulation in a group of posteriorly localized cells called neuromesodermal progenitors (NMPs). NMPs reside within the post-gastrulation embryonic structure called the tailbud, where they make a lineage decision between ectoderm (spinal cord) and mesoderm. The majority of NMP-derived mesoderm generates somites, but also contributes to lateral mesoderm fates such as endothelium. The discovery of NMPs provides a new paradigm in which to study vertebrate mesoderm induction. This review will discuss mechanisms of mesoderm induction within NMPs, and how they have informed our understanding of mesoderm induction more broadly within vertebrates as well as animal species outside of the vertebrate lineage. Special focus will be given to the signaling networks underlying NMP-derived mesoderm induction and patterning, as well as emerging work on the significance of partial epithelial-mesenchymal states in coordinating cell fate and morphogenesis.
Keywords: BMP; Brachyury; EMT; Epithelial-mesenchymal transition; FGF; Mesoderm induction; Mesoderm patterning; Neuromesodermal progenitors; Wnt.",https://pubmed.ncbi.nlm.nih.gov/34840081/
55,Mesoderm induction and patterning: Insights from neuromesodermal progenitors,Benjamin L Martin  1; ; ,"Abstract
The discovery of mesoderm inducing signals helped usher in the era of molecular developmental biology, and today the mechanisms of mesoderm induction and patterning are still intensely studied. Mesoderm induction begins during gastrulation, but recent evidence in vertebrates shows that this process continues after gastrulation in a group of posteriorly localized cells called neuromesodermal progenitors (NMPs). NMPs reside within the post-gastrulation embryonic structure called the tailbud, where they make a lineage decision between ectoderm (spinal cord) and mesoderm. The majority of NMP-derived mesoderm generates somites, but also contributes to lateral mesoderm fates such as endothelium. The discovery of NMPs provides a new paradigm in which to study vertebrate mesoderm induction. This review will discuss mechanisms of mesoderm induction within NMPs, and how they have informed our understanding of mesoderm induction more broadly within vertebrates as well as animal species outside of the vertebrate lineage. Special focus will be given to the signaling networks underlying NMP-derived mesoderm induction and patterning, as well as emerging work on the significance of partial epithelial-mesenchymal states in coordinating cell fate and morphogenesis.
Keywords: BMP; Brachyury; EMT; Epithelial-mesenchymal transition; FGF; Mesoderm induction; Mesoderm patterning; Neuromesodermal progenitors; Wnt.",https://pubmed.ncbi.nlm.nih.gov/34840081/
56,Single-cell transcriptomics reveals the cellular identity of a novel progenitor population crucial for murine neural tube closure,"Zihao Deng  1 , ; Marina R Carpinelli  1 , ; Tariq Butt  1 , ; Graham W Magor  2   3 , ; Peinan Zhao  1 , ; Kevin R Gillinder  2   4 , ; Andrew C Perkins  2 , ; Stephen M Jane  1; ; ; ; ; ; ; ; ; ","Abstract
Neural tube closure in vertebrates is achieved through a highly dynamic and coordinated series of morphogenic events involving neuroepithelium, surface ectoderm, and neural plate border. Failure of this process in the caudal region causes spina bifida. Grainyhead-like 3 (GRHL3) is an indispensable transcription factor for neural tube closure as constitutive inactivation of the Grhl3 gene in mice leads to fully penetrant spina bifida. Here, through single-cell transcriptomics we show that at E8.5, the time-point preceding mouse neural tube closure, co-expression of Grhl3, Tfap2a, and Tfap2c defines a previously unrecognised progenitor population of surface ectoderm integral for neural tube closure. Deletion of Grhl3 expression in this cell population using a Tfap2a-Cre transgene recapitulates the spina bifida observed in Grhl3-null animals. Moreover, conditional inactivation of Tfap2c expression in Grhl3-expressing neural plate border cells also induces spina bifida. These findings indicate that a specific neural plate border cellular cohort is required for the early-stage neurulation.
Keywords: Grhl3; Neural tube closure; Neural tube defects; Single cell-RNA sequencing; Tfap2a; Tfap2c.",https://pubmed.ncbi.nlm.nih.gov/39296075/
57,Constructing the pharyngula: Connecting the primary axial tissues of the head with the posterior axial tissues of the tail,"Geneva Masak  1 , ; Lance A Davidson  2; ; ; ","Abstract
The pharyngula stage of vertebrate development is characterized by stereotypical arrangement of ectoderm, mesoderm, and neural tissues from the anterior spinal cord to the posterior, yet unformed tail. While early embryologists over-emphasized the similarity between vertebrate embryos at the pharyngula stage, there is clearly a common architecture upon which subsequent developmental programs generate diverse cranial structures and epithelial appendages such as fins, limbs, gills, and tails. The pharyngula stage is preceded by two morphogenetic events: gastrulation and neurulation, which establish common shared structures despite the occurrence of cellular processes that are distinct to each of the species. Even along the body axis of a singular organism, structures with seemingly uniform phenotypic characteristics at the pharyngula stage have been established by different processes. We focus our review on the processes underlying integration of posterior axial tissue formation with the primary axial tissues that creates the structures laid out in the pharyngula. Single cell sequencing and novel gene targeting technologies have provided us with new insights into the differences between the processes that form the anterior and posterior axis, but it is still unclear how these processes are integrated to create a seamless body. We suggest that the primary and posterior axial tissues in vertebrates form through distinct mechanisms and that the transition between these mechanisms occur at different locations along the anterior-posterior axis. Filling gaps that remain in our understanding of this transition could resolve ongoing problems in organoid culture and regeneration.
Keywords: Chordoneural hinge; Gastrulation; Neuromesodermal progenitors; Neurulation; Posterior neuropore; Secondary neurulation; Tail bud; axis elongation.",https://pubmed.ncbi.nlm.nih.gov/37394035/
58,De Novo Generation of Human Hematopoietic Stem Cells from Pluripotent Stem Cells for Cellular Therapy,"Jianyi Ding  1 , ; Yongqin Li  1 , ; Andre Larochelle  1; ; ; ; ","Abstract
The ability to manufacture human hematopoietic stem cells (HSCs) in the laboratory holds enormous promise for cellular therapy of human blood diseases. Several differentiation protocols have been developed to facilitate the emergence of HSCs from human pluripotent stem cells (PSCs). Most approaches employ a stepwise addition of cytokines and morphogens to recapitulate the natural developmental process. However, these protocols globally lack clinical relevance and uniformly induce PSCs to produce hematopoietic progenitors with embryonic features and limited engraftment and differentiation capabilities. This review examines how key intrinsic cues and extrinsic environmental inputs have been integrated within human PSC differentiation protocols to enhance the emergence of definitive hematopoiesis and how advances in genomics set the stage for imminent breakthroughs in this field.
Keywords: cell signaling; cellular therapy; development; differentiation; embryonic stem cell; extrinsic cues; hematopoietic stem cell; intrinsic cues; pluripotent stem cell; reprogramming; transcription factor.",https://pubmed.ncbi.nlm.nih.gov/36672255/
59,The ratio of Wnt signaling activity to Sox2 transcription factor levels predicts neuromesodermal fate potential,"Robert D Morabito  1 , ; David Tatarakis  2 , ; Ryan Swick  1 , ; Samantha Stettnisch  1 , ; Thomas F Schilling  2 , ; Julia A Horsfield  3   4   5 , ; Benjamin L Martin  1; ; ; ; ; ; ; ; ","Abstract
Neuromesodermal progenitors (NMPs) are a vertebrate cell type that contribute descendants to both the spinal cord and the mesoderm. The undifferentiated bipotential NMP state is maintained when both Wnt signaling is active and Sox2 is present. We used transgenic reporter lines to live-image both Wnt activity and Sox2 levels in NMPs and observed a unique cellular ratio in NMPs compared to NMP-derived mesoderm or neural tissue. We used this unique signature to identify the previously unknown anatomical position of a progenitor population that gives rise to the midline tissues of the floor plate of the spinal cord and the mesodermal notochord. Thus, quantification of the active Wnt signaling to Sox2 ratio can be used to predict and identify cells with neuromesodermal potential. We also developed the auxin inducible degron 2 system for use in zebrafish to test the temporal role that Sox2 plays during midline formation. We found ectopic Sox2 in the presence of Wnt activity holds cells in the undifferentiated floor plate/notochord progenitor state, and that degradation of the ectopic Sox2 is required for cells to adopt a notochord fate.
Keywords: Auxin inducible degron; Floor plate; Neuromesodermal progenitors; Notochord; Sox2; Wnt; single cell sequencing.",https://pubmed.ncbi.nlm.nih.gov/39868081/
